subfield_id,subfield_name,field_id,field_name,window,min_citations,work_count
https://openalex.org/subfields/2506,Metals and Alloys,https://openalex.org/fields/25,Materials Science,2018_2020,cit5,2643
https://openalex.org/subfields/2803,Biological Psychiatry,https://openalex.org/fields/28,Neuroscience,2018_2020,cit5,4199
https://openalex.org/subfields/3402,Equine,https://openalex.org/fields/34,Veterinary,2018_2020,cit5,1800
https://openalex.org/subfields/2726,Microbiology,https://openalex.org/fields/27,Medicine,2018_2020,cit5,477
https://openalex.org/subfields/1506,Filtration and Separation,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,996
https://openalex.org/subfields/3500,General Dentistry,https://openalex.org/fields/35,Dentistry,2018_2020,cit5,1811
https://openalex.org/subfields/2911,Leadership and Management,https://openalex.org/fields/29,Nursing,2018_2020,cit5,966
https://openalex.org/subfields/2103,Fuel Technology,https://openalex.org/fields/21,Energy,2018_2020,cit5,343
https://openalex.org/subfields/1504,Chemical Health and Safety,https://openalex.org/fields/15,Chemical Engineering,2018_2020,cit5,294
https://openalex.org/subfields/1108,Horticulture,https://openalex.org/fields/11,Agricultural and Biological Sciences,2018_2020,cit5,668
https://openalex.org/subfields/3608,Medical Terminology,https://openalex.org/fields/36,Health Professions,2018_2020,cit5,30
https://openalex.org/subfields/2922,Research and Theory,https://openalex.org/fields/29,Nursing,2018_2020,cit5,848
https://openalex.org/subfields/3102,Acoustics and Ultrasonics,https://openalex.org/fields/31,Physics and Astronomy,2018_2020,cit5,1389
https://openalex.org/subfields/2605,Computational Mathematics,https://openalex.org/fields/26,Mathematics,2018_2020,cit5,1379
https://openalex.org/subfields/3002,Drug Discovery,https://openalex.org/fields/30,"Pharmacology, Toxicology and Pharmaceutics",2018_2020,cit5,44
https://openalex.org/subfields/2104,Nuclear Energy and Engineering,https://openalex.org/fields/21,Energy,2018_2020,cit5,273
