Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Canada Gairdner International Award,2016,Emmanuelle Charpentier,For development of CRISPR-Cas9 gene editing technology,https://en.wikipedia.org/wiki/Emmanuelle_Charpentier,https://openalex.org/authors/A5074743574,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2016,Feng Zhang,For development of CRISPR-Cas9 gene editing in human cells,https://en.wikipedia.org/wiki/Feng_Zhang_(geneticist),https://openalex.org/authors/A5100401298,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2016,Jennifer Doudna,For development of CRISPR-Cas9 gene editing technology,https://en.wikipedia.org/wiki/Jennifer_Doudna,https://openalex.org/authors/A5067184382,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2016,Philippe Horvath,For discovery of CRISPR-Cas as a bacterial adaptive immune system,https://en.wikipedia.org/wiki/Philippe_Horvath,https://openalex.org/authors/A5008191157,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2016,Rodolphe Barrangou,For discovery of CRISPR-Cas as a bacterial adaptive immune system,https://en.wikipedia.org/wiki/Rodolphe_Barrangou,https://openalex.org/authors/A5085166852,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2017,Akira Endo,For discovery of statins as cholesterol-lowering drugs,https://en.wikipedia.org/wiki/Akira_Endo_(biochemist),https://openalex.org/authors/A5102892254,Modeling and Simulation,2611.0,Mathematics,Physical Sciences,Yes,,Biochemistry,1303,"Biochemistry, Genetics and Molecular Biology",Profile is merged with other Akira Endos in OpenAlex; subfield changed from Modeling and Simulation to Biochemistry (statin discovery),individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2017,David Julius,For discovery of molecular mechanisms of pain sensation,https://en.wikipedia.org/wiki/David_Julius,https://openalex.org/authors/A5014886042,Sensory Systems,2809.0,Neuroscience,Life Sciences,Yes,,Sensory Systems,2809,Neuroscience,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2017,Huda Zoghbi,For discovery of the genetic basis of neurodegenerative and neurological diseases,https://en.wikipedia.org/wiki/Huda_Zoghbi,https://openalex.org/authors/A5020701219,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2017,Lewis E. Kay,For development of NMR spectroscopy methods for protein structure and dynamics,https://en.wikipedia.org/wiki/Lewis_E._Kay,https://openalex.org/authors/A5020050875,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2017,Rino Rappuoli,,,https://openalex.org/authors/A5086124703,Microbiology,2404.0,Immunology and Microbiology,Life Sciences,Yes,,Microbiology,2404,Immunology and Microbiology,"2026-09-11 coverage audit: added, add colaureate; id and field copied from the laureate's existing row (Robert Koch Award 2019). Source: https://www.theglobeandmail.com/life/health-and-fitness/health/gairdners-awards-2017-winners-medical-science/article34433286/",individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2018,Azim Surani,For discovery of genomic imprinting and germ cell reprogramming,https://en.wikipedia.org/wiki/Azim_Surani,https://openalex.org/authors/A5002750540,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2018,Davor Solter,For discovery of genomic imprinting and germ cell reprogramming,https://en.wikipedia.org/wiki/Davor_Solter,https://openalex.org/authors/A5001607845,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2018,Edward Boyden,For development of optogenetics for studying brain circuits,https://en.wikipedia.org/wiki/Edward_Boyden,https://openalex.org/authors/A5109593948,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2018,Karl Deisseroth,For development of optogenetics for studying brain circuits,https://en.wikipedia.org/wiki/Karl_Deisseroth,https://openalex.org/authors/A5014360828,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2018,Peter Hegemann,For discovery of channelrhodopsins enabling optogenetics,https://en.wikipedia.org/wiki/Peter_Hegemann,https://openalex.org/authors/A5032787107,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2019,Bruce Stillman,For seminal contributions to understanding DNA replication,https://en.wikipedia.org/wiki/Bruce_Stillman,https://openalex.org/authors/A5071437258,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2019,John F.X. Diffley,For seminal contributions to understanding DNA replication,https://en.wikipedia.org/wiki/John_Diffley,https://openalex.org/authors/A5029333589,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2019,Ronald Vale,For discovery of kinesin motor proteins,https://en.wikipedia.org/wiki/Ronald_Vale,https://openalex.org/authors/A5110231653,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2019,Susan Band Horwitz,For elucidation of the mechanism of action of taxol as an anticancer drug,https://en.wikipedia.org/wiki/Susan_Band_Horwitz,https://openalex.org/authors/A5083740179,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2019,Timothy A. Springer,For discoveries of integrin-mediated cell adhesion and therapeutic applications,https://en.wikipedia.org/wiki/Timothy_A._Springer,https://openalex.org/authors/A5003615852,Immunology and Allergy,2723.0,Medicine,Health Sciences,Yes,,Immunology and Allergy,2723,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2020,Elaine Fuchs,For discovery of skin stem cells and cell-matrix interactions in tissue architecture,https://en.wikipedia.org/wiki/Elaine_Fuchs,https://openalex.org/authors/A5014504040,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2020,Masatoshi Takeichi,For discovery of cadherins and their role in cell adhesion,https://en.wikipedia.org/wiki/Masatoshi_Takeichi,https://openalex.org/authors/A5035344252,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2020,Mina J. Bissell,For demonstrating role of extracellular matrix in gene expression and cancer,https://en.wikipedia.org/wiki/Mina_J._Bissell,https://openalex.org/authors/A5072917052,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2020,Roel Nusse,For discovery of Wnt signaling pathway and its role in development and disease,https://en.wikipedia.org/wiki/Roel_Nusse,https://openalex.org/authors/A5048466506,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2020,Rolf Kemler,For discovery of catenins linking cell adhesion and signaling,https://en.wikipedia.org/wiki/Rolf_Kemler,https://openalex.org/authors/A5043535434,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2021,Daniel J. Drucker,For discovery of glucagon-like peptide biology leading to new diabetes and obesity treatments,https://en.wikipedia.org/wiki/Daniel_J._Drucker,https://openalex.org/authors/A5057472647,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,Health Sciences,Yes,,"Endocrinology, Diabetes and Metabolism",2712,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2021,Jens Juul Holst,For discovery of GLP-1 and its role in glucose metabolism,https://en.wikipedia.org/wiki/Jens_Juul_Holst,https://openalex.org/authors/A5085434984,"Endocrinology, Diabetes and Metabolism",2712.0,Medicine,Health Sciences,Yes,https://openalex.org/authors/A5085434984,"Endocrinology, Diabetes and Metabolism",2712,Medicine,Wrong profile (Jens Pedersen); corrected to Jens J. Holst A5085434984,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2021,Joel F. Habener,For discovery of glucagon-like peptide biology,https://en.wikipedia.org/wiki/Joel_F._Habener,https://openalex.org/authors/A5034913449,Surgery,2746.0,Medicine,Health Sciences,Yes,,"Endocrinology, Diabetes and Metabolism",2712,Medicine,Subfield changed from Surgery to Endocrinology,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2021,Mary-Claire King,For discovery of genetic basis of breast cancer susceptibility (BRCA1),https://en.wikipedia.org/wiki/Mary-Claire_King,https://openalex.org/authors/A5049132398,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2022,Drew Weissman,For development of nucleoside-modified mRNA for COVID-19 vaccines,https://en.wikipedia.org/wiki/Drew_Weissman,https://openalex.org/authors/A5068253145,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2022,John Dick,For discovery of cancer stem cells,https://en.wikipedia.org/wiki/John_Dick_(biologist),https://openalex.org/authors/A5090356933,Hematology,2720.0,Medicine,Health Sciences,Yes,,Hematology,2720,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2022,Katalin Kariko,For development of nucleoside-modified mRNA technology,https://en.wikipedia.org/wiki/Katalin_Karik%C3%B3,https://openalex.org/authors/A5030598859,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2022,Pieter Cullis,For development of lipid nanoparticle delivery systems for mRNA therapeutics,https://en.wikipedia.org/wiki/Pieter_Cullis,https://openalex.org/authors/A5050350074,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2022,Stuart Orkin,For discoveries leading to treatments for sickle cell disease,https://en.wikipedia.org/wiki/Stuart_Orkin,https://openalex.org/authors/A5079784932,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2023,Bonnie L. Bassler,For discovery of quorum sensing chemical signaling in bacteria,https://en.wikipedia.org/wiki/Bonnie_L._Bassler,https://openalex.org/authors/A5034726213,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2023,Demis Hassabis,For development of AlphaFold for predicting protein structures,https://en.wikipedia.org/wiki/Demis_Hassabis,https://openalex.org/authors/A5005349213,Cognitive Neuroscience,2805.0,Neuroscience,Life Sciences,Yes,,Artificial Intelligence,1702,Computer Science,Subfield changed from Cognitive Neuroscience to Artificial Intelligence (AlphaFold),individual,1.0,"Computing, electrical"
Canada Gairdner International Award,2023,E. Peter Greenberg,For discovery of quorum sensing chemical signaling in bacteria,https://en.wikipedia.org/wiki/E._Peter_Greenberg,https://openalex.org/authors/A5084243657,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2023,John M. Jumper,For development of AlphaFold for predicting protein structures,https://en.wikipedia.org/wiki/John_M._Jumper,https://openalex.org/authors/A5059179935,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2023,Michael R. Silverman,For discovery of quorum sensing chemical signaling in bacteria,https://en.wikipedia.org/wiki/Michael_Silverman_(biologist),https://openalex.org/authors/A5109093874,Genetics,1311.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Genetics,1311,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2024,David Klenerman,For invention of next-generation DNA sequencing,https://en.wikipedia.org/wiki/David_Klenerman,https://openalex.org/authors/A5042822683,Physiology,2737.0,Medicine,Health Sciences,Yes,,Biophysics,1304,"Biochemistry, Genetics and Molecular Biology",Subfield changed from Physiology to Biophysics,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2024,Michel Sadelain,For development of CAR T-cell therapy for cancer,https://en.wikipedia.org/wiki/Michel_Sadelain,https://openalex.org/authors/A5059625599,Oncology,2730.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2024,Pascal Mayer,For invention of next-generation DNA sequencing,https://en.wikipedia.org/wiki/Pascal_Mayer_(scientist),https://openalex.org/authors/A5050699304,Biomedical Engineering,2204.0,Engineering,Physical Sciences,Yes,,Genetics,https://openalex.org/subfields/1311,"Biochemistry, Genetics and Molecular Biology","Reclassified: DNA sequencing innovator (Solexa), not biomedical engineer",individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2024,Shankar Balasubramanian,For invention of next-generation DNA sequencing,https://en.wikipedia.org/wiki/Shankar_Balasubramanian,https://openalex.org/authors/A5040551102,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Canada Gairdner International Award,2024,Zelig Eshhar,For development of CAR T-cell therapy for cancer,https://en.wikipedia.org/wiki/Zelig_Eshhar,https://openalex.org/authors/A5055773624,"Radiology, Nuclear Medicine and Imaging",2741.0,Medicine,Health Sciences,Yes,,Oncology,2730,Medicine,Subfield changed from Radiology to Oncology (CAR-T cell therapy),individual,1.0,Life Sciences & Medicine
Charles Stark Draper Prize for Engineering,2015,Isamu Akasaki,"For invention, development, and commercialization of LED lighting",https://en.wikipedia.org/wiki/Isamu_Akasaki,https://openalex.org/authors/A5081597179,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Charles Stark Draper Prize for Engineering,2015,M. George Craford,"For invention, development, and commercialization of LED lighting",https://en.wikipedia.org/wiki/M._George_Craford,https://openalex.org/authors/A5016316864,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,https://openalex.org/authors/A5016316864,Electrical and Electronic Engineering,2208.0,Engineering,2026-09-09 snapshot audit: id -> A5016316864 (George Craford); previous A5057791467 = Stephen R. Forrest,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2015,Nick Holonyak Jr.,"For invention, development, and commercialization of LED lighting",https://en.wikipedia.org/wiki/Nick_Holonyak,https://openalex.org/authors/A5014677470,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,Subfield changed from Atomic Physics to Electrical and Electronic Engineering (LED),individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2015,Russell Dupuis,"For invention, development, and commercialization of LED lighting",https://en.wikipedia.org/wiki/Russell_Dupuis,https://openalex.org/authors/A5037158638,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Charles Stark Draper Prize for Engineering,2015,Shuji Nakamura,"For invention, development, and commercialization of LED lighting",https://en.wikipedia.org/wiki/Shuji_Nakamura,https://openalex.org/authors/A5030709847,Condensed Matter Physics,3104.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Charles Stark Draper Prize for Engineering,2016,Andrew J. Viterbi,For the Viterbi algorithm and its transformational impact on digital wireless communications,https://en.wikipedia.org/wiki/Andrew_Viterbi,https://openalex.org/authors/A5078975478,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2018,Bjarne Stroustrup,For conceptualizing and developing the C++ programming language,https://en.wikipedia.org/wiki/Bjarne_Stroustrup,https://openalex.org/authors/A5109807287,Hardware and Architecture,1708.0,Computer Science,Physical Sciences,Yes,,Software,1712.0,Computer Science,Subfield changed from Hardware and Architecture to Software (C++ programming language),individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2020,C. Grant Willson,For invention of chemically amplified photoresists for semiconductor manufacturing,https://en.wikipedia.org/wiki/C._Grant_Willson,https://openalex.org/authors/A5027381116,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2020,Jean Frechet,For invention of chemically amplified photoresists for semiconductor manufacturing,https://en.wikipedia.org/wiki/Jean_M._J._Fr%C3%A9chet,https://openalex.org/authors/A5002152167,Polymers and Plastics,2507.0,Materials Science,Physical Sciences,Yes,,Polymers and Plastics,2507.0,Materials Science,,individual,1.0,Materials and mining engineering
Charles Stark Draper Prize for Engineering,2022,David A. Patterson,"For contributions to invention, development and implementation of RISC chips",https://en.wikipedia.org/wiki/David_Patterson_(computer_scientist),https://openalex.org/authors/A5077202069,Nature and Landscape Conservation,2309.0,Environmental Science,Physical Sciences,Yes,,Hardware and Architecture,1708.0,Computer Science,Subfield changed from Nature and Landscape Conservation to Hardware and Architecture (RISC chips); profile merged with fish ecologist,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2022,John L. Hennessy,"For contributions to invention, development and implementation of RISC chips",https://en.wikipedia.org/wiki/John_L._Hennessy,https://openalex.org/authors/A5022706180,Hardware and Architecture,1708.0,Computer Science,Physical Sciences,Yes,,Hardware and Architecture,1708.0,Computer Science,,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2022,Sophie M. Wilson,"For contributions to invention, development and implementation of RISC chips",https://en.wikipedia.org/wiki/Sophie_Wilson,,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Hardware and Architecture,1708.0,Computer Science,"Wrong profile (Richard K. Wilson, genomicist); Sophie Wilson (ARM co-designer) has no proper OpenAlex academic profile | 2026-09-09 snapshot audit: id removed (A5105786443 = Richard K. Wilson, genomicist); ARM co-designer has no snapshot profile",individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2022,Stephen B. Furber,"For contributions to invention, development and implementation of RISC chips",https://en.wikipedia.org/wiki/Steve_Furber,https://openalex.org/authors/A5083177159,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Charles Stark Draper Prize for Engineering,2024,Stuart Parkin,For engineering spintronic technologies enabling digital information storage,https://en.wikipedia.org/wiki/Stuart_Parkin,https://openalex.org/authors/A5035053678,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Copley Medal,2015,Peter Higgs,For theoretical discovery of a mechanism contributing to understanding the origin of mass of subatomic particles (Higgs boson),https://en.wikipedia.org/wiki/Peter_Higgs,https://openalex.org/authors/A5103709169,Epidemiology,2713.0,Medicine,Health Sciences,Yes,https://openalex.org/authors/A5103709169,Nuclear and High Energy Physics,3106,Physics and Astronomy,Wrong profile (HIV researcher at Burnet Institute); corrected to Peter W. Higgs A5103709169,individual,1.0,Physics & Astronomy
Copley Medal,2016,Richard Henderson,For pioneering use of electron microscopy to determine structures of biological macromolecules at atomic resolution,https://en.wikipedia.org/wiki/Richard_Henderson_(biologist),https://openalex.org/authors/A5073357045,"Renewable Energy, Sustainability and the Environment",2105.0,Energy,Physical Sciences,Yes,,Structural Biology,1315,"Biochemistry, Genetics and Molecular Biology",Subfield changed from Renewable Energy to Structural Biology (cryo-EM),individual,1.0,Life Sciences & Medicine
Copley Medal,2017,Andrew Wiles,For proving Fermat's Last Theorem,https://en.wikipedia.org/wiki/Andrew_Wiles,https://openalex.org/authors/A5108430356,Geometry and Topology,2608.0,Mathematics,Physical Sciences,Yes,,Geometry and Topology,2608,Mathematics,,individual,1.0,Math
Copley Medal,2018,Jeffrey I. Gordon,"For founding the field of gut microbial community studies, transforming understanding of microbes, health and disease",https://en.wikipedia.org/wiki/Jeffrey_I._Gordon,https://openalex.org/authors/A5063884903,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Copley Medal,2019,John B. Goodenough,"For exceptional contributions to materials science, including discoveries leading to the rechargeable lithium battery",https://en.wikipedia.org/wiki/John_B._Goodenough,https://openalex.org/authors/A5088016695,"Electronic, Optical and Magnetic Materials",2504.0,Materials Science,Physical Sciences,Yes,,"Electronic, Optical and Magnetic Materials",2504,Materials Science,,individual,1.0,Materials and mining engineering
Copley Medal,2020,Alan Fersht,"For pioneering protein engineering methods, revolutionizing understanding of protein folding and enzyme mechanisms",https://en.wikipedia.org/wiki/Alan_Fersht,https://openalex.org/authors/A5105408745,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Copley Medal,2021,Jocelyn Bell Burnell,"For discovery of pulsars, one of the major astronomical discoveries of the 20th century",https://en.wikipedia.org/wiki/Jocelyn_Bell_Burnell,https://openalex.org/authors/A5001892714,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Copley Medal,2022,Oxford-AstraZeneca Vaccine Team,"For rapid design, clinical testing and global deployment of the Oxford-AstraZeneca COVID-19 vaccine (first team award in the medal's history)",https://en.wikipedia.org/wiki/Oxford%E2%80%93AstraZeneca_COVID-19_vaccine,https://openalex.org/authors/A5057807377,Infectious Diseases,2725.0,Medicine,Health Sciences,,https://openalex.org/authors/A5057807377,Infectious Diseases,2725,Medicine,"2026-09-11 coverage audit: Awarded to the Oxford-AstraZeneca vaccine team; the Royal Society names the team, not a count, so n_winners is left blank. Leader id used for field allocation only. Leader: Sarah C. Gilbert (A5057807377)",collaboration,,Life Sciences & Medicine
Copley Medal,2023,Martin Rees,"For outstanding contributions as a theoretical astrophysicist, with numerous conceptual breakthroughs",https://en.wikipedia.org/wiki/Martin_Rees,https://openalex.org/authors/A5110092412,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5110092412,Astronomy and Astrophysics,3103,Physics and Astronomy,"Wrong profile (Roland Martin, geoscientist); corrected to M. J. Rees A5110092412",individual,1.0,Physics & Astronomy
Copley Medal,2024,Gregory Winter,"For pioneering protein engineering, especially antibody engineering for therapeutic antibodies",https://en.wikipedia.org/wiki/Greg_Winter,https://openalex.org/authors/A5112255695,"Radiology, Nuclear Medicine and Imaging",2741.0,Medicine,Health Sciences,Yes,,Immunology,2403,Immunology and Microbiology,Subfield changed from Radiology to Immunology (antibody engineering),individual,1.0,Life Sciences & Medicine
Crafoord Prize in Astronomy,2016,Roger Blandford,For fundamental work on rotating black holes and their astrophysical consequences,https://en.wikipedia.org/wiki/Roger_Blandford,https://openalex.org/authors/A5035206337,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,"Profile correct (R. D. Blandford at SLAC/Stanford). Top subfield is Nuclear and High Energy Physics but 4/5 topics are Astronomy and Astrophysics, which better fits this astronomy prize.",individual,1.0,Physics & Astronomy
Crafoord Prize in Astronomy,2016,Roy Kerr,For fundamental work on rotating black holes and their astrophysical consequences,https://en.wikipedia.org/wiki/Roy_Kerr,https://openalex.org/authors/A5080551106,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Profile correct (R. P. Kerr). Top subfield already Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
Crafoord Prize in Astronomy,2020,Eugene N. Parker,For pioneering and fundamental studies of the solar wind and magnetic fields from stellar to galactic scales,https://en.wikipedia.org/wiki/Eugene_N._Parker,https://openalex.org/authors/A5112586496,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Profile correct (E. N. Parker). Top subfield already Astronomy and Astrophysics.,individual,1.0,Physics & Astronomy
