field,country,year,n_authors
"Business, Management and Accounting",PK,2015,3
"Business, Management and Accounting",PK,2016,3
"Business, Management and Accounting",PK,2017,3
"Business, Management and Accounting",PK,2018,3
"Business, Management and Accounting",PK,2019,3
"Business, Management and Accounting",PK,2020,3
"Business, Management and Accounting",PK,2021,3
"Business, Management and Accounting",PK,2022,3
"Business, Management and Accounting",PK,2023,4
"Business, Management and Accounting",PK,2024,4
"Business, Management and Accounting",PL,2015,1
"Business, Management and Accounting",PL,2016,1
"Business, Management and Accounting",PL,2017,1
"Business, Management and Accounting",PL,2018,1
"Business, Management and Accounting",PL,2019,1
"Business, Management and Accounting",PL,2020,1
"Business, Management and Accounting",PL,2021,1
"Business, Management and Accounting",PL,2022,2
"Business, Management and Accounting",PL,2023,2
"Business, Management and Accounting",PL,2024,3
"Business, Management and Accounting",PR,2022,1
"Business, Management and Accounting",PR,2023,1
"Business, Management and Accounting",PR,2024,1
"Business, Management and Accounting",PT,2015,2
"Business, Management and Accounting",PT,2016,3
"Business, Management and Accounting",PT,2017,3
"Business, Management and Accounting",PT,2018,3
"Business, Management and Accounting",PT,2019,3
"Business, Management and Accounting",PT,2020,4
"Business, Management and Accounting",PT,2021,4
"Business, Management and Accounting",PT,2022,4
"Business, Management and Accounting",PT,2023,5
"Business, Management and Accounting",PT,2024,5
"Business, Management and Accounting",RO,2022,1
"Business, Management and Accounting",RO,2023,1
"Business, Management and Accounting",RO,2024,1
"Business, Management and Accounting",RS,2015,1
"Business, Management and Accounting",RS,2016,1
"Business, Management and Accounting",RS,2017,1
"Business, Management and Accounting",RS,2018,1
"Business, Management and Accounting",RS,2019,1
"Business, Management and Accounting",RS,2020,1
"Business, Management and Accounting",RS,2021,1
"Business, Management and Accounting",RS,2022,1
"Business, Management and Accounting",RS,2023,1
"Business, Management and Accounting",RS,2024,1
"Business, Management and Accounting",RU,2015,11
"Business, Management and Accounting",RU,2016,11
"Business, Management and Accounting",RU,2017,10
"Business, Management and Accounting",RU,2018,11
"Business, Management and Accounting",RU,2019,12
"Business, Management and Accounting",RU,2020,11
"Business, Management and Accounting",RU,2021,12
"Business, Management and Accounting",RU,2022,10
"Business, Management and Accounting",RU,2023,11
"Business, Management and Accounting",RU,2024,11
"Business, Management and Accounting",SA,2021,1
"Business, Management and Accounting",SA,2022,1
"Business, Management and Accounting",SA,2023,1
"Business, Management and Accounting",SA,2024,1
"Business, Management and Accounting",SE,2015,21
"Business, Management and Accounting",SE,2016,20
"Business, Management and Accounting",SE,2017,20
"Business, Management and Accounting",SE,2018,21
"Business, Management and Accounting",SE,2019,22
"Business, Management and Accounting",SE,2020,23
"Business, Management and Accounting",SE,2021,25
"Business, Management and Accounting",SE,2022,25
"Business, Management and Accounting",SE,2023,28
"Business, Management and Accounting",SE,2024,29
"Business, Management and Accounting",SG,2015,24
"Business, Management and Accounting",SG,2016,26
"Business, Management and Accounting",SG,2017,27
"Business, Management and Accounting",SG,2018,27
"Business, Management and Accounting",SG,2019,27
"Business, Management and Accounting",SG,2020,28
"Business, Management and Accounting",SG,2021,28
"Business, Management and Accounting",SG,2022,28
"Business, Management and Accounting",SG,2023,31
"Business, Management and Accounting",SG,2024,31
"Business, Management and Accounting",SI,2015,6
"Business, Management and Accounting",SI,2016,6
"Business, Management and Accounting",SI,2017,7
"Business, Management and Accounting",SI,2018,7
"Business, Management and Accounting",SI,2019,7
"Business, Management and Accounting",SI,2020,7
"Business, Management and Accounting",SI,2021,6
"Business, Management and Accounting",SI,2022,6
"Business, Management and Accounting",SI,2023,6
"Business, Management and Accounting",SI,2024,6
"Business, Management and Accounting",TH,2017,1
"Business, Management and Accounting",TH,2018,1
"Business, Management and Accounting",TH,2019,1
"Business, Management and Accounting",TH,2020,1
"Business, Management and Accounting",TH,2024,2
"Business, Management and Accounting",TR,2015,1
"Business, Management and Accounting",TR,2016,2
"Business, Management and Accounting",TR,2017,2
"Business, Management and Accounting",TR,2018,2
"Business, Management and Accounting",TR,2019,3
"Business, Management and Accounting",TR,2020,3
"Business, Management and Accounting",TR,2021,3
"Business, Management and Accounting",TR,2022,4
"Business, Management and Accounting",TR,2023,4
"Business, Management and Accounting",TR,2024,3
"Business, Management and Accounting",TW,2021,3
"Business, Management and Accounting",TW,2022,4
"Business, Management and Accounting",TW,2023,4
"Business, Management and Accounting",TW,2024,5
"Business, Management and Accounting",US,2015,1049
"Business, Management and Accounting",US,2016,1042
"Business, Management and Accounting",US,2017,1032
"Business, Management and Accounting",US,2018,1024
"Business, Management and Accounting",US,2019,1017
"Business, Management and Accounting",US,2020,1008
"Business, Management and Accounting",US,2021,979
"Business, Management and Accounting",US,2022,958
"Business, Management and Accounting",US,2023,937
"Business, Management and Accounting",US,2024,922
"Business, Management and Accounting",VN,2022,1
"Business, Management and Accounting",VN,2023,1
"Business, Management and Accounting",VN,2024,1
"Business, Management and Accounting",ZA,2015,3
"Business, Management and Accounting",ZA,2016,3
"Business, Management and Accounting",ZA,2017,4
"Business, Management and Accounting",ZA,2018,4
"Business, Management and Accounting",ZA,2019,5
"Business, Management and Accounting",ZA,2020,6
"Business, Management and Accounting",ZA,2021,7
"Business, Management and Accounting",ZA,2022,8
"Business, Management and Accounting",ZA,2023,8
"Business, Management and Accounting",ZA,2024,9
Chemical Engineering,AE,2023,1
Chemical Engineering,AE,2024,2
Chemical Engineering,AL,2021,1
Chemical Engineering,AL,2022,1
Chemical Engineering,AT,2015,2
Chemical Engineering,AT,2016,2
Chemical Engineering,AT,2017,2
Chemical Engineering,AT,2018,2
Chemical Engineering,AT,2019,2
Chemical Engineering,AT,2020,2
Chemical Engineering,AT,2021,2
Chemical Engineering,AT,2022,2
Chemical Engineering,AT,2023,3
Chemical Engineering,AT,2024,3
Chemical Engineering,AU,2015,6
Chemical Engineering,AU,2016,6
Chemical Engineering,AU,2017,6
Chemical Engineering,AU,2018,8
Chemical Engineering,AU,2019,8
Chemical Engineering,AU,2020,8
Chemical Engineering,AU,2021,8
Chemical Engineering,AU,2022,8
Chemical Engineering,AU,2023,9
Chemical Engineering,AU,2024,9
Chemical Engineering,BE,2015,4
Chemical Engineering,BE,2016,4
Chemical Engineering,BE,2017,4
Chemical Engineering,BE,2018,4
Chemical Engineering,BE,2019,4
Chemical Engineering,BE,2020,4
Chemical Engineering,BE,2021,4
Chemical Engineering,BE,2022,4
Chemical Engineering,BE,2023,4
Chemical Engineering,BE,2024,4
Chemical Engineering,BR,2015,2
Chemical Engineering,BR,2016,2
Chemical Engineering,BR,2017,1
Chemical Engineering,BR,2018,1
Chemical Engineering,BR,2019,1
Chemical Engineering,BR,2020,1
Chemical Engineering,BR,2021,1
Chemical Engineering,BR,2022,1
Chemical Engineering,BR,2023,2
Chemical Engineering,BR,2024,2
Chemical Engineering,CA,2015,6
Chemical Engineering,CA,2016,5
Chemical Engineering,CA,2017,5
Chemical Engineering,CA,2018,4
Chemical Engineering,CA,2019,4
Chemical Engineering,CA,2020,2
Chemical Engineering,CA,2021,2
Chemical Engineering,CA,2022,2
Chemical Engineering,CA,2023,2
Chemical Engineering,CA,2024,2
Chemical Engineering,CH,2015,6
Chemical Engineering,CH,2016,5
Chemical Engineering,CH,2017,4
Chemical Engineering,CH,2018,4
Chemical Engineering,CH,2019,3
Chemical Engineering,CH,2020,3
Chemical Engineering,CH,2021,3
Chemical Engineering,CH,2022,3
Chemical Engineering,CH,2023,2
Chemical Engineering,CH,2024,2
Chemical Engineering,CN,2015,7
Chemical Engineering,CN,2016,9
Chemical Engineering,CN,2017,11
Chemical Engineering,CN,2018,15
Chemical Engineering,CN,2019,17
Chemical Engineering,CN,2020,21
Chemical Engineering,CN,2021,23
Chemical Engineering,CN,2022,24
Chemical Engineering,CN,2023,27
Chemical Engineering,CN,2024,35
Chemical Engineering,CNX,2015,7
Chemical Engineering,CNX,2016,9
Chemical Engineering,CNX,2017,11
Chemical Engineering,CNX,2018,15
Chemical Engineering,CNX,2019,17
Chemical Engineering,CNX,2020,21
Chemical Engineering,CNX,2021,23
Chemical Engineering,CNX,2022,24
Chemical Engineering,CNX,2023,27
Chemical Engineering,CNX,2024,35
Chemical Engineering,CZ,2015,1
Chemical Engineering,CZ,2016,1
Chemical Engineering,CZ,2017,1
Chemical Engineering,CZ,2018,1
Chemical Engineering,CZ,2019,1
Chemical Engineering,CZ,2020,1
Chemical Engineering,CZ,2021,1
Chemical Engineering,CZ,2022,1
Chemical Engineering,CZ,2023,2
Chemical Engineering,CZ,2024,2
Chemical Engineering,DE,2015,19
Chemical Engineering,DE,2016,18
Chemical Engineering,DE,2017,20
Chemical Engineering,DE,2018,20
Chemical Engineering,DE,2019,21
Chemical Engineering,DE,2020,21
Chemical Engineering,DE,2021,23
Chemical Engineering,DE,2022,22
Chemical Engineering,DE,2023,22
Chemical Engineering,DE,2024,21
Chemical Engineering,DK,2015,3
Chemical Engineering,DK,2016,3
Chemical Engineering,DK,2017,3
Chemical Engineering,DK,2018,3
Chemical Engineering,DK,2019,3
Chemical Engineering,DK,2020,3
Chemical Engineering,DK,2021,3
Chemical Engineering,DK,2022,3
Chemical Engineering,DK,2023,2
Chemical Engineering,DK,2024,2
Chemical Engineering,EG,2020,1
Chemical Engineering,EG,2021,1
Chemical Engineering,EG,2022,1
Chemical Engineering,EG,2023,1
Chemical Engineering,EG,2024,2
Chemical Engineering,ES,2015,1
Chemical Engineering,ES,2016,3
Chemical Engineering,ES,2017,5
Chemical Engineering,ES,2018,5
Chemical Engineering,ES,2019,5
Chemical Engineering,ES,2020,5
Chemical Engineering,ES,2021,7
Chemical Engineering,ES,2022,6
Chemical Engineering,ES,2023,4
Chemical Engineering,ES,2024,2
Chemical Engineering,FI,2015,1
Chemical Engineering,FI,2016,1
Chemical Engineering,FI,2017,1
Chemical Engineering,FI,2018,1
Chemical Engineering,FI,2019,1
Chemical Engineering,FI,2020,1
Chemical Engineering,FI,2021,1
Chemical Engineering,FR,2015,6
Chemical Engineering,FR,2016,7
Chemical Engineering,FR,2017,7
Chemical Engineering,FR,2018,7
Chemical Engineering,FR,2019,7
Chemical Engineering,FR,2020,7
Chemical Engineering,FR,2021,6
Chemical Engineering,FR,2022,5
Chemical Engineering,FR,2023,6
Chemical Engineering,FR,2024,7
Chemical Engineering,GB,2015,21
Chemical Engineering,GB,2016,21
Chemical Engineering,GB,2017,19
Chemical Engineering,GB,2018,19
Chemical Engineering,GB,2019,18
Chemical Engineering,GB,2020,19
Chemical Engineering,GB,2021,19
Chemical Engineering,GB,2022,19
Chemical Engineering,GB,2023,19
Chemical Engineering,GB,2024,19
Chemical Engineering,GR,2015,1
Chemical Engineering,GR,2016,1
Chemical Engineering,GR,2017,1
Chemical Engineering,GR,2018,1
Chemical Engineering,GR,2019,2
Chemical Engineering,GR,2020,2
Chemical Engineering,GR,2021,2
Chemical Engineering,GR,2022,2
Chemical Engineering,GR,2023,2
Chemical Engineering,GR,2024,2
Chemical Engineering,HU,2015,1
Chemical Engineering,HU,2016,1
Chemical Engineering,ID,2022,1
Chemical Engineering,ID,2023,1
Chemical Engineering,ID,2024,1
Chemical Engineering,IE,2015,2
Chemical Engineering,IE,2016,2
Chemical Engineering,IE,2017,2
Chemical Engineering,IE,2018,2
Chemical Engineering,IE,2019,2
Chemical Engineering,IE,2020,1
Chemical Engineering,IE,2021,1
Chemical Engineering,IE,2022,1
Chemical Engineering,IE,2023,1
Chemical Engineering,IE,2024,1
Chemical Engineering,IL,2015,2
Chemical Engineering,IL,2016,2
Chemical Engineering,IL,2017,2
Chemical Engineering,IL,2018,1
Chemical Engineering,IL,2019,1
Chemical Engineering,IL,2020,1
Chemical Engineering,IL,2021,1
Chemical Engineering,IL,2022,1
Chemical Engineering,IL,2023,1
Chemical Engineering,IL,2024,1
Chemical Engineering,IN,2016,1
Chemical Engineering,IN,2017,1
Chemical Engineering,IN,2018,1
Chemical Engineering,IN,2019,1
Chemical Engineering,IN,2020,1
Chemical Engineering,IN,2021,1
Chemical Engineering,IN,2022,1
Chemical Engineering,IN,2023,1
Chemical Engineering,IN,2024,1
Chemical Engineering,IR,2019,1
Chemical Engineering,IR,2020,1
Chemical Engineering,IR,2021,1
Chemical Engineering,IR,2022,1
Chemical Engineering,IR,2023,2
Chemical Engineering,IR,2024,3
Chemical Engineering,IT,2015,8
Chemical Engineering,IT,2016,8
Chemical Engineering,IT,2017,8
Chemical Engineering,IT,2018,8
Chemical Engineering,IT,2019,8
Chemical Engineering,IT,2020,8
Chemical Engineering,IT,2021,7
Chemical Engineering,IT,2022,7
Chemical Engineering,IT,2023,7
Chemical Engineering,IT,2024,8
Chemical Engineering,JP,2015,11
Chemical Engineering,JP,2016,10
Chemical Engineering,JP,2017,10
Chemical Engineering,JP,2018,8
Chemical Engineering,JP,2019,9
Chemical Engineering,JP,2020,10
Chemical Engineering,JP,2021,11
Chemical Engineering,JP,2022,10
Chemical Engineering,JP,2023,9
Chemical Engineering,JP,2024,8
Chemical Engineering,KR,2024,1
Chemical Engineering,MX,2017,1
Chemical Engineering,MX,2018,1
Chemical Engineering,MX,2019,1
Chemical Engineering,MX,2020,1
Chemical Engineering,MX,2021,1
Chemical Engineering,MX,2022,1
Chemical Engineering,MX,2023,1
Chemical Engineering,MX,2024,1
Chemical Engineering,MY,2018,1
Chemical Engineering,MY,2019,1
Chemical Engineering,MY,2020,1
Chemical Engineering,MY,2021,1
Chemical Engineering,MY,2022,3
Chemical Engineering,MY,2023,3
Chemical Engineering,MY,2024,4
Chemical Engineering,NL,2015,5
Chemical Engineering,NL,2016,5
Chemical Engineering,NL,2017,4
Chemical Engineering,NL,2018,4
Chemical Engineering,NL,2019,4
Chemical Engineering,NL,2020,4
Chemical Engineering,NL,2021,3
Chemical Engineering,NL,2022,3
Chemical Engineering,NL,2023,3
Chemical Engineering,NL,2024,3
Chemical Engineering,NO,2015,1
Chemical Engineering,NO,2016,1
Chemical Engineering,NO,2017,1
Chemical Engineering,NO,2018,1
Chemical Engineering,NO,2019,1
Chemical Engineering,NO,2020,1
Chemical Engineering,NO,2021,1
Chemical Engineering,NO,2022,1
Chemical Engineering,NO,2023,1
Chemical Engineering,NO,2024,1
Chemical Engineering,NZ,2017,1
Chemical Engineering,NZ,2018,1
Chemical Engineering,NZ,2019,1
Chemical Engineering,NZ,2020,1
Chemical Engineering,NZ,2021,1
Chemical Engineering,NZ,2022,1
Chemical Engineering,NZ,2023,1
Chemical Engineering,NZ,2024,1
Chemical Engineering,OM,2022,1
Chemical Engineering,OM,2023,1
Chemical Engineering,OM,2024,1
Chemical Engineering,PL,2015,3
Chemical Engineering,PL,2016,3
Chemical Engineering,PL,2017,3
Chemical Engineering,PL,2018,3
Chemical Engineering,PL,2019,3
Chemical Engineering,PL,2020,4
Chemical Engineering,PL,2021,3
Chemical Engineering,PL,2022,2
Chemical Engineering,PL,2023,2
Chemical Engineering,PL,2024,3
Chemical Engineering,PT,2015,5
Chemical Engineering,PT,2016,6
Chemical Engineering,PT,2017,6
Chemical Engineering,PT,2018,6
Chemical Engineering,PT,2019,6
Chemical Engineering,PT,2020,6
Chemical Engineering,PT,2021,6
Chemical Engineering,PT,2022,6
Chemical Engineering,PT,2023,6
Chemical Engineering,PT,2024,5
Chemical Engineering,RU,2015,3
Chemical Engineering,RU,2016,3
Chemical Engineering,RU,2017,2
Chemical Engineering,RU,2018,2
Chemical Engineering,RU,2019,2
Chemical Engineering,RU,2020,2
Chemical Engineering,RU,2021,2
Chemical Engineering,RU,2022,2
Chemical Engineering,RU,2023,3
Chemical Engineering,RU,2024,3
Chemical Engineering,SA,2023,1
Chemical Engineering,SA,2024,2
Chemical Engineering,SE,2015,1
Chemical Engineering,SE,2016,1
Chemical Engineering,SE,2017,1
Chemical Engineering,SE,2018,2
Chemical Engineering,SE,2019,2
Chemical Engineering,SE,2020,2
Chemical Engineering,SE,2021,2
Chemical Engineering,SE,2022,2
Chemical Engineering,SE,2023,2
Chemical Engineering,SE,2024,1
Chemical Engineering,SG,2022,2
Chemical Engineering,SG,2023,2
Chemical Engineering,SG,2024,1
Chemical Engineering,SK,2015,1
Chemical Engineering,SK,2016,1
Chemical Engineering,SK,2017,1
Chemical Engineering,SK,2018,1
Chemical Engineering,SK,2019,1
Chemical Engineering,SK,2020,1
Chemical Engineering,SK,2021,1
Chemical Engineering,SK,2022,1
Chemical Engineering,TH,2023,1
Chemical Engineering,TH,2024,1
Chemical Engineering,US,2015,73
Chemical Engineering,US,2016,71
Chemical Engineering,US,2017,71
Chemical Engineering,US,2018,70
Chemical Engineering,US,2019,68
Chemical Engineering,US,2020,67
Chemical Engineering,US,2021,65
Chemical Engineering,US,2022,64
Chemical Engineering,US,2023,61
Chemical Engineering,US,2024,55
Chemical Engineering,VN,2022,1
Chemical Engineering,VN,2023,1
Chemical Engineering,VN,2024,1
Chemical Engineering,ZA,2015,1
Chemical Engineering,ZA,2016,1
Chemical Engineering,ZA,2017,1
Chemical Engineering,ZA,2018,1
Chemical Engineering,ZA,2019,1
Chemical Engineering,ZA,2020,1
Chemical Engineering,ZA,2021,1
Chemical Engineering,ZA,2022,1
Chemical Engineering,ZA,2023,1
Chemical Engineering,ZA,2024,1
Chemistry,AE,2021,1
Chemistry,AE,2022,1
Chemistry,AE,2023,1
Chemistry,AE,2024,1
Chemistry,AR,2015,1
Chemistry,AR,2016,1
Chemistry,AR,2017,1
Chemistry,AT,2015,5
Chemistry,AT,2016,5
Chemistry,AT,2017,4
Chemistry,AT,2018,5
Chemistry,AT,2019,5
Chemistry,AT,2020,4
Chemistry,AT,2021,4
Chemistry,AT,2022,4
Chemistry,AT,2023,5
Chemistry,AT,2024,6
Chemistry,AU,2015,26
Chemistry,AU,2016,26
Chemistry,AU,2017,25
Chemistry,AU,2018,26
Chemistry,AU,2019,26
Chemistry,AU,2020,26
Chemistry,AU,2021,28
Chemistry,AU,2022,29
Chemistry,AU,2023,29
Chemistry,AU,2024,32
Chemistry,BE,2015,14
Chemistry,BE,2016,13
Chemistry,BE,2017,15
Chemistry,BE,2018,15
Chemistry,BE,2019,16
Chemistry,BE,2020,19
Chemistry,BE,2021,20
Chemistry,BE,2022,21
Chemistry,BE,2023,21
Chemistry,BE,2024,23
Chemistry,BG,2022,1
Chemistry,BG,2023,1
Chemistry,BG,2024,1
Chemistry,BI,2019,1
Chemistry,BI,2020,1
Chemistry,BI,2021,2
Chemistry,BI,2022,1
Chemistry,BI,2023,1
Chemistry,BI,2024,1
Chemistry,BR,2015,2
Chemistry,BR,2016,2
Chemistry,BR,2017,2
Chemistry,BR,2018,2
Chemistry,BR,2019,2
Chemistry,BR,2020,1
Chemistry,BR,2021,1
Chemistry,BR,2022,1
Chemistry,BR,2023,1
Chemistry,BR,2024,1
Chemistry,CA,2015,48
Chemistry,CA,2016,47
Chemistry,CA,2017,45
Chemistry,CA,2018,45
Chemistry,CA,2019,45
Chemistry,CA,2020,45
Chemistry,CA,2021,42
Chemistry,CA,2022,43
Chemistry,CA,2023,40
Chemistry,CA,2024,40
Chemistry,CH,2015,49
Chemistry,CH,2016,53
Chemistry,CH,2017,50
Chemistry,CH,2018,50
Chemistry,CH,2019,51
Chemistry,CH,2020,51
Chemistry,CH,2021,49
Chemistry,CH,2022,46
Chemistry,CH,2023,45
Chemistry,CH,2024,45
Chemistry,CN,2015,28
Chemistry,CN,2016,37
Chemistry,CN,2017,48
Chemistry,CN,2018,59
Chemistry,CN,2019,79
Chemistry,CN,2020,91
Chemistry,CN,2021,106
Chemistry,CN,2022,120
Chemistry,CN,2023,140
Chemistry,CN,2024,159
Chemistry,CNX,2015,31
Chemistry,CNX,2016,41
Chemistry,CNX,2017,52
Chemistry,CNX,2018,63
Chemistry,CNX,2019,83
Chemistry,CNX,2020,95
Chemistry,CNX,2021,110
Chemistry,CNX,2022,124
Chemistry,CNX,2023,145
Chemistry,CNX,2024,164
Chemistry,CU,2024,1
Chemistry,CZ,2015,5
Chemistry,CZ,2016,5
Chemistry,CZ,2017,6
Chemistry,CZ,2018,9
Chemistry,CZ,2019,9
Chemistry,CZ,2020,8
Chemistry,CZ,2021,8
Chemistry,CZ,2022,7
Chemistry,CZ,2023,7
Chemistry,CZ,2024,8
Chemistry,DE,2015,156
Chemistry,DE,2016,158
Chemistry,DE,2017,160
Chemistry,DE,2018,158
Chemistry,DE,2019,156
Chemistry,DE,2020,158
Chemistry,DE,2021,154
Chemistry,DE,2022,156
Chemistry,DE,2023,147
Chemistry,DE,2024,141
Chemistry,DK,2015,18
Chemistry,DK,2016,17
Chemistry,DK,2017,16
Chemistry,DK,2018,16
Chemistry,DK,2019,16
Chemistry,DK,2020,18
Chemistry,DK,2021,18
Chemistry,DK,2022,19
Chemistry,DK,2023,18
Chemistry,DK,2024,17
Chemistry,EG,2015,1
Chemistry,EG,2016,1
Chemistry,EG,2017,1
Chemistry,EG,2018,1
Chemistry,EG,2019,1
Chemistry,EG,2020,1
Chemistry,EG,2021,1
Chemistry,EG,2022,1
Chemistry,EG,2023,1
Chemistry,EG,2024,1
Chemistry,ES,2015,23
Chemistry,ES,2016,24
Chemistry,ES,2017,28
Chemistry,ES,2018,28
Chemistry,ES,2019,27
Chemistry,ES,2020,29
Chemistry,ES,2021,33
Chemistry,ES,2022,34
Chemistry,ES,2023,36
Chemistry,ES,2024,36
Chemistry,FI,2015,1
Chemistry,FI,2016,1
Chemistry,FI,2017,2
Chemistry,FI,2018,2
Chemistry,FI,2019,2
Chemistry,FI,2020,2
Chemistry,FI,2021,2
Chemistry,FI,2022,2
Chemistry,FI,2023,2
Chemistry,FI,2024,2
Chemistry,FR,2015,59
Chemistry,FR,2016,63
Chemistry,FR,2017,61
Chemistry,FR,2018,63
Chemistry,FR,2019,64
Chemistry,FR,2020,64
Chemistry,FR,2021,64
Chemistry,FR,2022,63
Chemistry,FR,2023,65
Chemistry,FR,2024,63
Chemistry,GB,2015,132
Chemistry,GB,2016,128
Chemistry,GB,2017,127
Chemistry,GB,2018,127
Chemistry,GB,2019,122
Chemistry,GB,2020,123
Chemistry,GB,2021,125
Chemistry,GB,2022,122
Chemistry,GB,2023,119
Chemistry,GB,2024,118
Chemistry,GR,2015,1
Chemistry,GR,2016,1
Chemistry,GR,2017,1
Chemistry,GR,2018,1
Chemistry,GR,2019,1
Chemistry,GR,2020,2
Chemistry,GR,2021,1
Chemistry,GR,2022,2
Chemistry,GR,2023,2
Chemistry,GR,2024,1
Chemistry,HK,2015,2
Chemistry,HK,2016,4
Chemistry,HK,2017,4
Chemistry,HK,2018,4
Chemistry,HK,2019,4
Chemistry,HK,2020,4
Chemistry,HK,2021,4
Chemistry,HK,2022,4
Chemistry,HK,2023,5
Chemistry,HK,2024,5
Chemistry,HR,2015,1
Chemistry,HR,2016,1
Chemistry,HR,2017,1
Chemistry,HR,2018,1
Chemistry,HR,2019,1
Chemistry,HR,2020,1
Chemistry,HR,2021,1
Chemistry,HR,2022,1
Chemistry,HR,2023,1
Chemistry,HR,2024,1
Chemistry,HU,2015,1
Chemistry,HU,2016,1
Chemistry,HU,2017,1
Chemistry,HU,2018,1
Chemistry,HU,2019,1
Chemistry,HU,2020,1
Chemistry,HU,2021,2
Chemistry,HU,2022,2
Chemistry,HU,2023,2
Chemistry,HU,2024,2
Chemistry,IE,2015,4
Chemistry,IE,2016,5
Chemistry,IE,2017,4
Chemistry,IE,2018,3
Chemistry,IE,2019,3
Chemistry,IE,2020,3
Chemistry,IE,2021,3
Chemistry,IE,2022,4
Chemistry,IE,2023,4
Chemistry,IE,2024,4
Chemistry,IL,2015,13
Chemistry,IL,2016,13
Chemistry,IL,2017,13
Chemistry,IL,2018,13
Chemistry,IL,2019,11
Chemistry,IL,2020,10
Chemistry,IL,2021,10
Chemistry,IL,2022,9
Chemistry,IL,2023,9
Chemistry,IL,2024,9
Chemistry,IN,2015,9
Chemistry,IN,2016,10
Chemistry,IN,2017,12
Chemistry,IN,2018,13
Chemistry,IN,2019,12
Chemistry,IN,2020,11
Chemistry,IN,2021,11
Chemistry,IN,2022,13
Chemistry,IN,2023,13
Chemistry,IN,2024,14
Chemistry,IR,2015,2
Chemistry,IR,2016,3
Chemistry,IR,2017,5
Chemistry,IR,2018,8
Chemistry,IR,2019,8
Chemistry,IR,2020,9
Chemistry,IR,2021,10
Chemistry,IR,2022,13
Chemistry,IR,2023,14
Chemistry,IR,2024,14
Chemistry,IT,2015,16
Chemistry,IT,2016,16
Chemistry,IT,2017,17
Chemistry,IT,2018,16
Chemistry,IT,2019,16
Chemistry,IT,2020,17
Chemistry,IT,2021,17
Chemistry,IT,2022,19
Chemistry,IT,2023,19
Chemistry,IT,2024,18
Chemistry,JP,2015,127
Chemistry,JP,2016,125
Chemistry,JP,2017,121
Chemistry,JP,2018,122
Chemistry,JP,2019,118
Chemistry,JP,2020,115
Chemistry,JP,2021,113
Chemistry,JP,2022,111
Chemistry,JP,2023,107
Chemistry,JP,2024,105
Chemistry,KR,2015,6
Chemistry,KR,2016,6
Chemistry,KR,2017,8
Chemistry,KR,2018,8
Chemistry,KR,2019,8
Chemistry,KR,2020,9
Chemistry,KR,2021,11
Chemistry,KR,2022,13
Chemistry,KR,2023,14
Chemistry,KR,2024,14
Chemistry,LU,2016,1
Chemistry,LU,2017,1
Chemistry,LU,2018,1
Chemistry,LU,2019,1
Chemistry,LU,2020,1
Chemistry,LU,2021,1
Chemistry,ME,2024,1
Chemistry,MO,2020,1
Chemistry,MO,2021,1
Chemistry,MO,2022,1
Chemistry,MO,2023,1
Chemistry,MO,2024,1
Chemistry,MX,2024,1
Chemistry,MY,2015,1
Chemistry,MY,2016,1
Chemistry,MY,2017,1
Chemistry,MY,2018,1
Chemistry,MY,2019,1
Chemistry,MY,2020,1
Chemistry,MY,2021,1
Chemistry,MY,2022,1
Chemistry,MY,2023,1
Chemistry,MY,2024,1
Chemistry,NL,2015,40
Chemistry,NL,2016,39
Chemistry,NL,2017,39
Chemistry,NL,2018,39
Chemistry,NL,2019,39
Chemistry,NL,2020,37
Chemistry,NL,2021,37
Chemistry,NL,2022,38
Chemistry,NL,2023,39
Chemistry,NL,2024,39
Chemistry,NO,2015,3
Chemistry,NO,2016,3
Chemistry,NO,2017,3
Chemistry,NO,2018,6
Chemistry,NO,2019,7
Chemistry,NO,2020,7
Chemistry,NO,2021,7
Chemistry,NO,2022,7
Chemistry,NO,2023,8
Chemistry,NO,2024,8
Chemistry,NZ,2018,1
Chemistry,NZ,2019,1
Chemistry,NZ,2020,1
Chemistry,PL,2015,5
Chemistry,PL,2016,5
Chemistry,PL,2017,5
Chemistry,PL,2018,7
Chemistry,PL,2019,7
Chemistry,PL,2020,8
Chemistry,PL,2021,10
Chemistry,PL,2022,8
Chemistry,PL,2023,10
Chemistry,PL,2024,10
Chemistry,PR,2015,1
Chemistry,PR,2016,1
Chemistry,PR,2017,1
Chemistry,PR,2018,1
Chemistry,PR,2019,1
Chemistry,PR,2020,1
Chemistry,PR,2021,1
Chemistry,PR,2022,1
Chemistry,PR,2023,1
Chemistry,PR,2024,1
Chemistry,PT,2015,3
Chemistry,PT,2016,2
Chemistry,PT,2017,2
Chemistry,PT,2018,2
Chemistry,PT,2019,2
Chemistry,PT,2020,2
Chemistry,PT,2021,3
Chemistry,PT,2022,4
Chemistry,PT,2023,4
Chemistry,PT,2024,5
Chemistry,QA,2021,1
Chemistry,QA,2022,1
Chemistry,QA,2023,1
Chemistry,QA,2024,1
Chemistry,RO,2015,1
Chemistry,RO,2016,1
Chemistry,RO,2017,1
Chemistry,RO,2018,1
Chemistry,RO,2019,1
Chemistry,RO,2020,1
Chemistry,RO,2021,1
Chemistry,RO,2022,1
Chemistry,RO,2023,1
Chemistry,RU,2015,7
Chemistry,RU,2016,6
Chemistry,RU,2017,4
Chemistry,RU,2018,5
